# UNIFORME: pontos 2D distribuidos uniformemente em [0,100]x[0,100]
UNIFORME 1000
63.94 2.5
27.5 22.32
73.65 67.67
89.22 8.69
42.19 2.98
21.86 50.54
2.65 19.88
64.99 54.49
22.04 58.93
80.94 0.65
80.58 69.81
34.03 15.55
95.72 33.66
9.27 9.67
84.75 60.37
80.71 72.97
53.62 97.31
37.85 55.2
82.94 61.85
86.17 57.74
70.46 4.58
22.79 28.94
7.98 23.28
10.1 27.8
63.57 36.48
37.02 20.95
26.7 93.67
64.8 60.91
17.11 72.91
16.34 37.95
98.95 64.0
55.69 68.46
84.29 77.6
22.9 3.21
31.55 26.77
21.1 94.29
87.64 31.47
65.54 39.56
91.45 45.89
26.49 24.66
56.14 26.27
58.46 89.78
39.94 21.93
99.75 50.95
9.09 4.71
10.96 62.74
79.21 42.22
6.35 38.16
99.61 52.91
97.11 86.08
1.15 72.07
68.17 53.7
26.68 64.1
11.16 43.48
45.37 95.38
87.59 26.34
50.06 17.87
91.26 87.05
29.84 63.89
60.9 15.28
76.25 53.94
77.86 53.04
0.06 32.42
1.95 92.91
87.87 83.17
30.75 5.79
87.8 94.69
8.57 48.6
6.92 76.06
76.58 12.84
47.53 54.98
26.51 87.24
42.31 21.18
53.93 72.99
20.12 31.17
99.51 64.99
43.81 51.76
12.1 22.47
33.81 58.83
23.01 22.02
7.1 63.11
22.89 90.54
85.96 7.09
23.8 66.9
21.42 13.23
93.55 57.1
47.27 78.46
80.75 19.04
9.69 43.11
42.36 46.7
72.91 67.34
98.42 9.84
40.26 33.93
86.17 24.87
19.02 44.86
42.19 27.85
24.98 92.33
44.31 86.13
55.03 5.06
99.93 83.6
96.9 92.64
84.87 16.63
48.56 21.37
40.1 5.86
37.9 98.53
26.52 78.41
45.5 42.3
95.73 99.54
55.58 71.84
15.48 29.67
96.87 57.92
54.22 74.8
5.72 58.42
50.29 85.27
15.74 96.08
8.01 18.58
59.5 67.52
23.52 11.99
89.03 24.62
59.45 61.94
41.92 58.37
52.28 93.47
20.43 71.62
23.87 39.58
67.17 30.0
31.62 75.19
7.25 45.83
99.85 99.61
7.33 21.32
26.52 93.33
88.09 87.93
36.95 15.77
83.37 70.35
61.17 98.72
65.4 0.78
81.71 29.94
66.34 93.89
13.43 11.54
10.7 55.32
27.23 60.48
71.76 20.36
63.42 26.4
48.85 90.53
84.61 9.23
42.36 27.67
0.35 77.11
63.71 26.2
74.12 55.17
42.77 0.97
7.52 88.31
90.39 54.56
83.46 58.25
14.81 12.74
30.83 89.9
79.61 86.07
89.89 21.01
24.95 10.28
78.01 88.41
40.64 62.07
15.46 92.99
86.46 97.62
81.08 88.14
2.48 73.66
33.22 93.08
80.22 86.41
81.07 26.68
78.74 10.81
87.22 85.86
22.24 81.66
46.03 30.52
79.53 22.76
2.37 19.31
32.83 86.44
96.69 27.91
64.15 39.97
98.11 53.62
93.92 11.53
97.04 17.86
96.25 26.55
10.84 43.46
72.85 31.37
60.62 51.14
38.52 57.66
25.47 70.88
0.17 92.56
53.85 71.94
74.2 67.06
36.42 7.0
66.42 33.02
31.39 84.8
71.98 30.03
30.93 40.84
40.24 29.57
12.73 42.04
94.04 67.73
90.28 61.55
30.09 54.79
0.04 28.69
42.99 58.0
65.47 46.5
44.22 21.37
47.32 90.12
79.6 16.97
8.48 51.55
63.29 33.52
81.84 75.11
67.28 22.46
19.91 2.44
24.48 47.51
84.97 7.28
41.44 62.98
19.44 69.64
49.44 24.4
65.61 0.55
75.1 77.0
10.66 42.51
17.59 95.8
51.8 5.02
24.92 84.83
45.65 80.14
66.76 98.79
59.55 95.0
89.14 61.27
71.93 50.48
83.06 54.79
89.72 74.37
47.47 25.92
24.72 63.77
76.58 52.13
62.67 27.46
7.75 28.57
27.17 31.97
54.02 13.84
23.13 69.39
70.64 6.42
40.76 54.26
41.58 20.68
42.01 90.48
58.41 69.55
85.67 76.56
38.04 0.59
35.18 75.35
85.34 95.34
41.9 74.75
54.61 60.33
22.05 21.94
43.58 2.9
33.61 67.91
40.43 16.5
46.74 12.76
62.23 2.7
39.4 56.44
2.71 64.27
13.57 46.17
5.03 37.91
21.17 32.68
76.12 37.91
75.2 83.19
25.23 8.19
1.94 53.94
99.99 35.0
65.01 78.12
65.18 75.42
94.96 19.94
2.04 15.24
12.62 66.95
56.4 21.8
69.95 76.69
16.78 60.72
74.79 11.45
81.93 96.47
10.81 2.57
31.2 67.73
95.82 39.67
71.5 7.6
69.06 62.72
10.19 77.25
85.03 60.04
12.11 98.38
78.26 34.72
42.84 37.06
50.6 34.12
84.96 82.23
10.55 96.08
63.56 82.87
70.73 43.55
73.38 96.55
27.01 80.82
53.82 48.35
43.56 73.1
26.84 85.17
83.07 8.67
88.16 24.39
46.47 61.03
37.9 2.87
85.1 18.18
21.21 79.78
34.03 88.03
70.12 27.63
1.02 94.81
8.56 72.01
48.86 75.82
69.06 64.59
49.08 79.29
9.31 22.16
69.18 30.62
58.16 47.33
53.09 42.55
74.59 33.08
70.29 27.09
25.14 12.07
19.26 11.96
53.59 76.22
18.51 21.64
48.42 72.46
97.66 52.46
28.3 10.05
19.41 22.75
17.94 1.41
53.41 27.43
97.43 55.34
69.74 12.63
86.85 49.09
87.27 57.41
46.94 44.05
18.44 5.14
94.11 47.77
82.21 40.07
7.41 62.94
5.36 14.92
56.28 30.38
99.39 11.85
76.44 60.63
79.07 22.57
52.26 45.05
44.27 86.02
99.0 30.54
62.1 60.96
74.01 94.76
20.78 21.1
66.04 15.71
17.38 7.51
0.27 45.05
59.38 29.13
23.15 70.7
70.3 45.4
68.74 92.39
78.78 62.51
66.12 93.37
42.51 54.46
64.76 90.84
82.66 7.14
16.59 30.76
74.9 56.92
28.86 12.44
68.87 69.97
94.27 50.05
49.38 8.04
3.99 43.2
32.23 25.04
9.13 96.19
83.6 57.52
95.08 99.96
67.23 26.95
4.02 75.63
47.05 65.15
91.61 18.15
58.53 63.48
49.17 9.12
34.8 33.33
67.01 85.77
32.98 69.37
28.82 94.52
81.36 55.01
45.48 31.45
32.33 97.02
40.42 51.46
98.81 65.77
54.26 41.32
18.76 36.18
75.64 62.54
76.0 20.36
54.92 92.77
43.81 69.83
12.14 97.31
60.89 23.93
15.84 55.08
55.23 9.32
99.23 91.29
46.14 11.75
83.21 49.84
71.66 50.89
27.34 83.47
98.02 24.37
55.13 38.36
92.19 50.82
87.93 86.4
27.62 79.0
41.49 93.42
50.77 82.05
28.28 29.86
58.69 99.89
48.96 14.86
53.86 34.51
55.19 54.34
45.53 32.18
18.87 69.75
57.18 23.36
77.55 4.36
74.47 70.52
81.14 38.61
66.37 82.07
98.08 49.53
3.7 50.23
59.02 86.97
87.42 44.03
52.6 45.69
72.24 41.0
65.48 15.44
46.95 96.92
33.86 69.27
64.98 85.18
85.23 85.93
38.0 31.67
71.87 75.94
87.24 3.59
6.84 63.12
92.09 99.74
74.68 43.4
9.84 63.37
87.26 44.37
69.4 90.34
4.6 79.61
29.34 37.48
14.56 53.12
56.59 79.25
17.0 7.9
87.08 61.97
24.08 91.28
14.31 46.11
25.4 25.53
0.94 80.46
90.12 67.76
15.8 44.17
34.56 58.76
63.89 42.43
25.01 84.53
19.92 38.47
48.32 23.72
57.19 57.48
99.27 29.52
97.79 65.82
27.45 56.59
68.58 74.47
4.9 60.64
49.67 90.42
28.62 79.89
60.71 35.23
63.66 62.09
67.78 72.09
65.92 83.83
62.82 90.34
64.63 30.89
44.08 57.96
73.24 9.01
29.51 74.75
17.56 13.22
53.94 97.15
53.09 91.35
83.05 25.7
82.47 48.18
80.65 74.66
33.87 11.52
96.29 14.08
96.65 86.01
72.42 97.99
96.73 80.46
36.58 79.07
1.39 53.66
45.48 67.28
67.23 58.46
82.24 94.03
10.83 23.38
2.5 88.42
56.14 91.53
22.14 6.32
82.39 90.94
30.22 40.83
13.98 94.63
30.44 49.26
9.72 88.73
13.57 45.36
67.05 74.31
94.6 41.91
74.23 15.45
41.49 9.9
48.93 40.81
95.15 3.27
37.05 44.34
95.06 85.55
9.94 68.57
54.45 97.78
35.87 39.81
18.98 12.22
84.8 45.47
66.28 64.17
59.71 2.14
78.68 24.36
12.59 56.46
6.86 76.52
20.72 21.6
86.97 32.86
14.76 90.05
0.28 85.84
14.47 13.0
25.07 17.45
66.11 2.58
1.49 79.0
23.79 32.38
17.42 5.24
74.17 52.61
74.57 47.62
77.8 51.32
10.91 50.38
94.54 4.34
78.32 86.7
52.15 45.8
96.4 6.08
47.9 40.16
68.61 49.03
90.97 7.35
8.08 60.83
6.57 27.5
63.31 54.84
32.52 99.46
53.06 45.37
60.54 9.92
70.18 85.28
65.09 76.9
72.08 21.5
45.16 22.85
33.89 45.35
41.6 9.51
42.68 66.51
37.43 15.26
92.3 6.71
83.18 9.32
9.66 73.88
81.18 55.64
58.65 56.16
32.96 12.22
35.36 66.53
75.03 86.81
72.11 96.84
60.04 35.16
57.79 21.27
65.67 22.42
10.82 84.54
36.76 76.26
57.41 80.72
84.52 97.45
81.84 61.36
64.27 2.63
92.91 82.95
26.74 18.04
70.27 30.9
33.98 0.61
86.99 56.63
40.08 14.19
63.32 3.07
74.61 21.51
41.98 34.09
37.01 72.16
77.68 56.76
8.5 5.26
15.74 61.78
67.4 27.21
66.19 48.57
44.2 27.32
75.49 11.38
42.99 28.32
67.85 48.66
66.71 4.54
39.53 59.93
0.77 30.14
21.12 13.72
25.55 32.81
0.77 74.7
17.57 38.02
70.37 50.03
83.34 80.62
7.21 86.18
4.23 1.87
92.12 86.21
57.58 57.34
70.95 41.77
11.52 2.09
32.48 80.13
61.81 83.2
91.98 8.81
84.45 24.33
58.89 52.4
39.58 31.03
33.95 33.31
16.81 51.05
11.4 51.0
90.59 34.94
72.74 81.89
81.5 23.63
14.64 19.73
60.24 76.02
65.55 17.71
77.28 49.41
75.44 75.99
44.89 92.42
56.45 63.53
62.45 86.42
62.72 15.1
6.83 44.22
30.28 27.47
5.62 50.73
31.04 45.19
5.69 83.17
7.67 86.43
85.53 61.5
50.71 46.27
55.43 79.18
89.59 44.97
80.98 65.18
32.15 47.56
15.09 6.19
10.35 89.91
34.34 71.43
50.45 17.26
24.77 43.78
43.94 52.27
15.87 37.29
28.29 40.88
33.84 59.79
78.92 64.73
6.59 9.45
67.84 28.41
72.37 65.66
90.63 87.33
33.34 58.27
14.14 34.98
96.77 69.85
39.2 59.5
93.8 30.96
37.67 79.17
81.32 67.01
82.9 73.88
68.54 52.64
64.6 42.34
36.18 36.26
18.03 21.42
94.77 48.63
22.65 13.76
7.72 84.44
10.11 77.09
83.51 88.37
3.77 33.68
76.63 13.1
37.67 16.22
83.13 77.11
80.9 16.55
43.77 41.09
67.64 23.75
44.42 28.49
74.85 44.89
53.4 30.95
80.86 46.9
83.51 36.78
94.71 98.44
46.17 28.18
38.19 52.75
96.63 81.69
80.13 13.84
25.0 64.12
87.41 55.45
10.26 84.59
85.12 28.51
76.31 27.28
90.53 14.73
43.75 94.64
22.2 45.11
34.96 2.67
5.33 50.2
23.58 99.45
37.49 2.82
93.08 83.92
65.0 79.14
13.76 28.69
82.98 69.61
13.88 70.55
44.86 0.53
7.92 25.59
83.5 54.88
72.72 52.78
11.12 28.81
30.12 4.77
41.98 79.39
45.71 11.09
90.51 59.67
1.64 51.54
24.19 14.36
42.92 61.48
24.06 41.66
66.44 8.56
97.47 6.77
52.61 50.73
98.83 55.42
39.05 47.01
63.57 98.1
25.37 1.62
78.85 34.48
73.29 62.83
77.15 73.52
33.25 4.43
54.6 81.35
17.51 77.91
46.46 69.54
63.17 81.15
6.31 77.62
45.77 29.34
4.38 19.95
4.19 93.34
51.54 98.91
54.3 25.33
75.33 19.11
35.7 78.08
86.58 33.19
12.45 36.8
88.95 74.33
89.46 38.66
97.37 49.62
49.75 92.43
51.93 80.11
72.71 7.89
60.25 82.23
54.55 32.12
8.01 66.09
30.65 60.26
42.61 68.98
35.15 4.24
87.0 35.26
99.82 27.46
98.0 94.79
7.5 63.75
36.33 80.11
67.94 95.28
14.28 60.76
78.13 3.48
6.72 77.85
36.63 38.29
56.72 60.51
67.91 94.88
37.2 76.31
57.39 52.95
39.8 64.96
24.96 11.34
73.57 49.9
38.7 56.17
26.18 26.03
44.63 99.64
28.56 91.65
49.12 12.26
85.28 45.2
89.87 44.51
8.78 68.19
84.55 31.96
34.74 6.49
54.22 89.13
85.14 71.18
92.73 63.77
79.37 50.88
12.14 20.1
13.89 79.04
2.63 55.4
36.89 80.37
55.16 61.19
8.62 30.93
99.96 71.89
52.57 76.92
82.33 7.38
97.24 64.23
45.0 68.01
34.45 87.8
78.03 63.98
18.2 96.63
43.26 91.07
5.54 12.42
15.3 16.47
32.27 70.93
34.6 94.09
89.49 84.59
25.06 63.51
55.08 12.52
30.28 53.35
50.26 16.86
94.16 15.42
65.87 72.06
60.51 84.25
56.36 82.52
2.84 4.55
64.15 57.68
65.11 76.7
41.66 63.9
49.8 62.72
28.97 95.67
48.29 80.47
68.5 29.74
7.3 5.99
43.96 48.43
20.4 60.67
31.26 71.84
73.42 86.08
97.54 13.08
37.05 56.17
31.91 46.65
26.75 24.79
9.68 29.02
38.41 61.54
24.83 86.53
15.97 32.74
57.77 31.27
76.31 49.83
51.47 49.88
30.85 2.32
94.52 50.54
96.67 21.51
35.29 5.05
49.49 88.23
65.43 47.06
53.67 84.72
43.09 88.25
72.75 76.39
36.59 40.06
57.03 19.47
55.32 7.35
50.43 76.44
27.97 98.91
68.04 11.88
97.51 39.39
79.49 33.91
93.89 75.5
19.91 50.91
50.01 4.53
13.7 33.3
47.37 45.7
60.63 51.55
32.8 61.31
16.25 99.06
73.93 29.92
33.64 82.83
53.23 70.87
29.98 81.57
36.84 67.38
97.99 58.37
79.68 72.53
68.8 2.66
47.46 96.71
78.29 77.62
57.76 72.14
58.35 17.05
62.9 61.97
84.12 14.78
68.07 3.16
94.82 10.99
1.89 31.37
15.14 69.05
41.04 77.5
92.05 87.28
73.58 6.23
13.81 20.73
32.5 66.22
52.55 31.38
17.32 91.21
34.23 35.43
77.2 72.09
64.33 69.33
61.01 19.23
24.65 55.81
22.49 97.29
29.76 28.9
20.73 70.5
31.7 34.88
93.37 79.54
27.35 12.19
67.66 37.97
98.02 81.84
95.46 80.46
29.05 28.76
71.41 34.64
44.24 25.64
47.91 20.21
53.86 93.3
69.62 13.73
61.57 58.68
24.25 66.98
53.1 63.79
5.25 41.33
71.74 10.05
77.08 0.52
55.04 92.91
40.69 93.5
87.84 47.74
19.95 96.39
32.12 64.59
90.79 8.95
57.41 53.52
72.31 93.67
91.32 17.51
88.22 17.58
91.96 99.72
39.7 49.54
93.66 96.21
92.6 87.67
0.93 56.8
10.73 98.3
28.46 98.91
54.33 49.39
93.86 85.11
46.8 19.28
11.26 16.25
45.89 25.73
18.62 73.66
79.08 56.78
75.73 17.55
85.61 89.7
82.7 51.53
8.67 66.93
18.48 14.06
32.36 24.8
26.08 23.55
75.38 95.4
30.19 72.29
1.14 65.37
69.28 6.21
11.82 30.68
40.54 50.25
89.51 70.36
31.1 11.74
91.61 29.5
61.46 21.91
13.36 15.32
74.77 60.57
41.58 54.92
47.08 53.75
66.41 21.84
24.75 75.47
87.31 8.19
44.67 70.38
7.81 56.42
6.18 54.76
50.55 57.27
14.99 32.81
52.03 11.62
20.54 58.31
9.09 51.04
80.87 45.34
51.32 45.68
5.77 46.24
80.69 72.33
39.59 81.65
74.58 57.83
4.53 34.45
6.38 99.41
93.46 6.9
93.38 3.17
40.89 76.9
76.58 97.83
64.59 42.04
99.29 38.25
86.96 90.68
37.56 68.27
66.18 53.93
65.35 34.78
17.85 53.73
52.88 72.79
22.27 0.35
2.27 29.84
67.35 54.44
53.19 82.34
24.75 34.62
27.56 93.74
72.5 11.28
80.95 41.92
76.61 88.38
1.56 20.61
10.09 3.36
59.78 70.33
4.87 74.05
40.23 23.43
21.73 86.37
5.64 50.39
28.93 81.58
73.15 31.89
59.79 67.25
32.07 30.18
# CLUSTERS: pontos concentrados em 5 grupos (GIS-like)
CLUSTERS 1000
12.74 13.45
10.46 12.49
16.78 12.73
14.81 5.47
7.77 7.75
1.97 10.22
14.18 8.39
10.59 7.44
8.52 10.86
6.41 13.52
4.24 10.97
8.53 14.47
12.29 3.75
2.73 7.0
8.49 9.43
10.09 12.02
5.9 4.6
10.76 8.92
9.69 8.07
9.48 14.46
5.13 6.32
11.92 14.7
9.38 6.21
4.0 10.78
6.25 16.53
17.02 10.68
11.46 9.65
13.43 9.99
10.19 14.08
11.88 16.39
5.09 8.33
7.29 12.53
8.52 11.81
6.49 9.72
16.89 14.92
4.36 11.09
12.48 8.52
6.69 11.99
10.3 11.66
9.53 16.99
7.26 8.51
11.54 12.2
5.86 13.89
5.63 10.02
9.08 7.88
13.4 2.96
7.81 7.29
12.62 14.65
12.33 14.19
3.33 10.49
5.85 8.88
10.73 10.28
14.13 4.06
7.49 5.56
5.08 13.02
10.55 14.67
13.56 10.2
7.09 12.98
7.93 6.4
6.55 10.37
13.8 10.16
13.67 10.27
8.72 18.16
15.46 10.59
7.5 5.17
11.2 9.23
11.4 10.97
11.31 13.43
10.94 7.83
7.69 11.75
6.78 12.16
12.14 9.87
7.66 4.67
6.63 5.12
10.08 8.67
7.24 12.62
10.39 10.14
11.67 13.11
5.19 12.12
4.57 7.62
13.04 12.07
11.99 10.55
14.24 5.38
9.08 10.14
16.11 13.08
13.12 7.72
16.75 11.42
6.98 17.04
5.72 7.39
9.3 7.06
11.58 10.83
10.34 15.68
5.1 14.1
7.53 14.39
15.72 16.9
9.43 6.51
10.98 9.84
4.71 12.21
7.23 14.33
12.9 9.16
10.11 9.27
8.63 19.29
7.19 10.17
12.97 8.85
8.11 6.01
13.58 12.14
11.41 5.47
11.51 10.86
8.99 5.87
9.83 7.39
10.24 10.19
8.99 12.65
9.8 11.59
11.26 13.02
7.11 8.96
12.77 10.46
13.38 12.24
8.67 12.64
9.23 12.87
15.56 13.27
16.87 5.35
8.35 9.2
8.8 11.12
8.9 13.32
12.95 11.24
6.96 11.64
12.02 11.06
10.09 14.2
8.35 8.9
12.0 11.59
12.56 9.15
6.06 6.29
8.7 12.38
12.38 4.55
11.6 9.74
6.87 16.57
10.79 12.48
17.7 8.26
8.81 14.47
6.08 10.22
10.14 12.91
11.22 7.26
12.92 12.54
6.85 7.94
8.42 6.55
13.19 9.03
9.17 6.89
8.82 14.45
12.24 5.15
7.03 11.91
8.51 8.34
7.42 6.01
10.29 8.86
13.42 9.8
7.1 12.08
14.04 7.79
4.89 8.56
5.95 14.92
5.84 9.02
14.42 12.61
8.46 7.65
9.46 9.28
14.49 9.54
5.95 12.96
13.11 9.32
12.32 10.15
6.38 9.76
6.57 8.1
7.18 11.0
10.56 6.04
7.24 9.99
11.39 10.22
3.38 13.86
15.32 14.75
11.63 12.02
8.04 10.57
6.61 10.37
5.71 11.76
8.94 12.3
10.55 8.62
12.53 6.48
9.21 8.39
12.23 9.77
10.81 11.58
2.96 7.22
10.35 13.04
11.72 13.93
9.34 10.3
8.5 8.69
7.51 8.37
9.43 8.05
10.08 4.54
11.28 10.53
11.34 8.61
8.48 12.95
9.54 15.96
5.78 9.26
6.62 7.64
7.63 8.56
12.35 6.57
91.83 85.68
88.78 93.96
91.39 90.82
91.89 91.73
91.88 94.21
86.88 89.79
91.91 92.25
91.67 93.92
88.5 85.95
93.82 90.0
88.35 90.11
88.7 93.02
92.67 90.94
91.62 90.1
93.08 82.91
86.5 89.88
88.76 87.15
91.86 87.06
90.65 90.37
90.17 87.51
89.42 93.68
91.63 92.89
89.76 84.89
88.6 89.55
93.9 93.41
91.27 87.43
90.39 89.21
89.27 86.3
91.39 89.91
92.41 85.62
86.62 100.94
87.36 90.86
91.31 87.05
95.18 89.8
90.45 95.46
87.63 88.54
88.96 85.88
90.83 91.42
90.55 91.97
92.6 91.02
89.28 93.66
87.91 94.19
89.42 92.29
95.48 83.21
89.42 88.79
95.12 88.78
98.19 85.42
91.05 88.84
91.52 88.3
88.65 84.53
90.32 85.51
86.07 90.26
89.64 93.08
85.94 91.26
90.97 89.09
87.59 89.76
92.65 88.88
92.54 89.18
95.17 90.08
89.47 85.17
85.72 91.14
89.32 90.84
87.95 89.55
88.13 90.89
89.35 95.59
87.94 93.36
86.84 88.6
87.48 93.78
91.31 90.41
90.7 86.75
94.21 94.17
89.9 90.04
91.95 89.47
89.4 88.52
88.96 88.57
92.19 89.02
88.71 88.12
85.5 94.68
91.53 92.6
88.41 94.37
90.44 94.36
89.96 89.87
88.42 90.23
90.67 94.48
94.62 90.27
93.66 81.85
88.59 90.75
92.66 91.27
89.83 88.62
87.6 95.71
93.37 93.92
90.03 88.4
91.66 89.93
89.62 89.93
88.1 87.39
89.27 85.84
91.79 92.52
87.69 84.52
91.18 90.72
90.06 86.0
84.25 95.13
89.35 91.51
89.79 91.24
86.17 88.66
85.93 86.74
87.87 84.58
88.62 87.87
86.44 89.6
89.97 87.49
96.04 92.15
93.36 89.01
92.68 92.3
86.94 87.95
98.75 88.77
91.46 89.36
92.49 87.02
86.98 93.4
90.6 82.57
90.07 89.45
92.13 90.96
91.03 90.26
90.87 86.54
87.56 87.44
85.98 92.36
93.23 91.84
88.2 88.39
88.68 93.34
91.58 95.22
87.09 89.32
86.22 85.75
89.53 88.99
88.46 85.4
90.59 89.15
92.74 91.65
86.06 91.19
88.2 94.6
89.91 88.49
88.78 85.5
93.82 96.36
84.81 89.24
89.67 88.22
93.65 93.74
89.26 96.21
90.1 89.27
90.84 87.76
94.36 91.85
88.94 89.44
87.28 90.79
86.12 90.01
88.45 91.7
93.13 92.36
89.63 87.87
89.1 89.95
91.46 88.3
87.1 90.52
94.08 95.62
92.38 87.03
94.23 87.46
87.69 91.28
85.86 92.41
89.84 91.2
87.53 92.54
91.54 88.91
92.84 82.02
91.09 89.68
87.62 90.53
91.5 87.79
89.64 89.88
91.18 93.68
88.61 93.95
86.09 90.9
84.84 90.22
92.17 96.07
90.15 87.76
93.08 90.12
90.3 92.75
93.28 84.8
90.15 89.95
86.79 85.13
89.8 88.61
87.83 89.59
88.95 90.05
94.73 89.91
95.64 93.73
92.9 87.81
89.12 87.24
91.25 89.8
91.33 90.91
90.5 88.93
87.08 88.67
92.15 89.51
89.82 92.6
91.46 85.58
89.76 87.39
89.84 91.17
91.53 94.99
88.5 89.12
91.72 92.89
86.91 92.06
92.0 89.55
9.16 92.2
11.28 91.2
7.8 84.83
9.72 89.19
11.37 87.71
11.9 91.23
7.78 92.84
8.97 87.91
10.75 89.96
7.28 91.86
9.97 87.73
4.74 91.28
10.3 90.36
14.13 82.53
13.81 94.09
7.06 93.04
7.56 86.87
9.7 95.48
11.09 90.15
12.66 88.13
14.49 94.71
11.29 87.64
13.22 90.88
11.93 93.41
11.31 87.29
14.47 90.84
10.97 91.85
10.94 92.24
10.59 89.47
8.35 88.47
9.14 92.97
8.99 89.67
9.7 91.6
11.95 95.92
5.82 89.32
11.72 84.94
15.22 89.65
7.62 92.91
3.41 90.64
7.03 89.96
11.12 92.38
11.23 96.26
10.19 88.97
13.68 89.8
11.25 78.19
11.36 89.78
8.7 88.03
12.71 83.87
19.45 93.46
11.11 95.7
10.82 87.32
13.08 85.09
11.8 93.59
11.6 85.65
10.62 89.63
7.77 83.06
6.44 88.5
13.38 98.26
12.57 87.64
8.74 93.25
11.84 91.17
10.71 93.6
16.71 90.03
10.48 91.51
8.61 83.42
11.48 87.8
13.95 90.55
14.49 87.43
13.39 85.11
12.81 89.29
12.81 88.93
12.05 91.51
11.15 91.33
15.04 88.32
14.21 88.94
13.62 97.02
7.61 83.53
